target_transition,lower_v,transition_v,upper_v,inl_ep_lsb
242,1.49716640682671,1.497244226650929,1.4973220464751478,0.017606284658044015
243,1.510426414669968,1.5105042344941868,1.5105820543184056,0.017606284658044015
244,1.523375143216351,1.5234529630405698,1.5235307828647884,-0.0058687615526701745
245,1.5366351510596088,1.5367129708838276,1.5367907907080463,-0.0058687615526701745
246,1.549739519254429,1.5498173390786478,1.5498951589028667,-0.017606284658044015
247,1.5631551667461245,1.5632329865703434,1.563310806394562,-0.0058687615526701745
248,1.5767264538862573,1.5768042737104762,1.576882093534695,0.017606284658044015
249,1.5901421013779529,1.5902199212021717,1.5902977410263903,0.029343807763417856
250,1.6034021092212107,1.6034799290454296,1.6035577488696482,0.029343807763417856
251,1.6166621170644686,1.6167399368886874,1.616817756712906,0.029343807763417856
252,1.6296108456108513,1.62968866543507,1.6297664852592888,0.0058687615526701745
253,1.6428708534541092,1.6429486732783278,1.6430264931025467,0.0058687615526701745
254,1.6559752216489296,1.6560530414731485,1.656130861297367,-0.0058687615526701745
255,1.669287109375,1.669390869140625,1.66949462890625,0.0
